regime,n_samples,frequency_pct,mean_return,std_return,annual_return,annual_volatility,sharpe_ratio,regime_name
0,536,13.518284993694829,0.0001290411089048574,0.02120244999406029,0.032518359444024064,0.33657845921739865,0.09661449969090329,Sideways Market
1,1339,33.77049180327869,0.000687995763446404,0.005645062141562457,0.1733749323884938,0.08961258337247975,1.9347163742378806,Bull Market
2,976,24.615384615384617,0.0006566547815615728,0.010791130312700145,0.16547700495351636,0.17130388303617153,0.9659851371762261,Bull Market
3,1114,28.095838587641865,0.0004015557201616108,0.008080800216439551,0.10119204148072591,0.12827872660257583,0.7888450732305132,Bull Market
