Date,close_price,returns,vol_10d,vol_30d,vol_60d,vol_90d,ma_10,price_to_ma_10,ma_50,price_to_ma_50,ma_200,price_to_ma_200,momentum_5d,momentum_10d,momentum_20d,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,atr,volume_sma,volume_ratio,drawdown
2010-06-29,1.5926669836044312,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2010-06-30,1.5886670351028442,-0.0025146373099075984,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
2010-07-01,1.4639999866485596,-0.08172291550447511,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.07847273575876411
2010-07-02,1.2799999713897705,-0.13431235083949972,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.19429311296378218
2010-07-06,1.0740000009536743,-0.17547005860514583,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.32396154938523813
2010-07-07,1.053333044052124,-0.019430532678024044,,,,,,,,,,,-0.3386357255499314,,,,,,,,,,0.0,,,-0.33697054148043354
2010-07-08,1.1640000343322754,0.09990291450771378,,,,,,,,,,,-0.2673102616138048,,,,,,,,,,0.0,,,-0.2673102616138047
2010-07-09,1.159999966621399,-0.003442402460710787,,,,,,,,,,,-0.2076502887975349,,,,,,,,,,0.0,,,-0.2698281383132589
2010-07-12,1.136667013168335,-0.02031966887617015,,,,,,,,,,,-0.1119788761134195,,,,,,,,,,0.0,,,-0.28451526465093957
2010-07-13,1.2093329429626465,0.061968613319029066,,,,,1.272266697883606,0.950534148991207,,,,,0.12600832578100674,,,,,,,,,,0.0,,,-0.23877507605968612
2010-07-14,1.3226670026779177,0.08958123400877309,1.4463489798213365,,,,1.2452666997909545,1.0621556032133168,,,,,0.2556968663867967,-0.16952695303287146,,,,,,,,,0.0,,,-0.16743598661484568
2010-07-15,1.3259999752044678,0.002516718268925495,1.4481328240880862,,,,1.218999993801117,1.087776851474544,,,,,0.13917520282988916,-0.16533801866252762,,,,,,,,,0.0,,,-0.16533801866252745
2010-07-16,1.3760000467300415,0.03701390040776307,1.4244799656779206,,,,1.2101999998092652,1.1370021871979072,,,,,0.18620697096894023,-0.06010924912640925,,,,,,,,,0.0,,,-0.1338650476618188
2010-07-19,1.4606670141220093,0.05971241690769228,1.2592907509835871,,,,1.228266704082489,1.1892099731003638,,,,,0.28504390221597076,0.14114613028942347,,55.14231266995263,,,,,,,0.21171435288020538,,,-0.08057070371108231
2010-07-20,1.3533329963684082,-0.07632275442299001,0.8865508351605046,,,,1.2562000036239624,1.077322872523667,,,,,0.11907395249896013,0.2600865876784879,,46.53517516996844,,,,,,,0.20544904713727985,,,-0.14813301562539266
2010-07-21,1.3480000495910645,-0.003948386677901586,0.8689782048081195,,,,1.2856667041778564,1.0484832851396493,,,,,0.01915300439328771,0.2797472339853404,,46.149734517318144,,,,,,,0.1974407584778421,,,-0.15148988440878666
2010-07-22,1.399999976158142,0.03785017031257625,0.7685785004201996,,,,1.309266698360443,1.069300836805306,,,,,0.0558069399226524,0.20274908493559218,,50.458615227599175,,,,,,,0.1882426282270706,,,-0.1187580876143052
2010-07-23,1.4193329811096191,0.013714810050456133,0.759661881761391,,,,1.3351999998092652,1.0630115198564802,,,,,0.03149195705520147,0.22356294995727488,,51.996524170386735,,,,,,,0.17746336989850822,,,-0.10658876293877585
2010-07-26,1.3966670036315918,-0.016098343112193245,0.7536326151274042,,,,1.3611999988555907,1.0260556896898467,,,,,-0.0438156060701399,0.22873892481364022,,50.035423732332355,,,,,,,0.17050170368542508,,,-0.12085605556662342
2010-07-27,1.3700000047683716,-0.01927794320898038,0.7389742162305711,,,,1.3772667050361633,0.9947238249198793,,,,,0.01231552651467771,0.13285593743284618,,47.75342989778248,,,,1.6232088436330943,1.0263245592866752,45.05580368895566,0.16270393492613028,74264325.0,0.12516777066242776,-0.13764182519234866
2010-07-28,1.3813329935073853,0.008238226955451972,0.6013190996934652,,,,1.38313330411911,0.9986983824289652,,,,,0.02472770229232024,0.044354316476248545,-0.132691888682697,48.821691963690995,,,,1.5878913034532822,1.0405087004567826,41.65139264816629,0.1529393612656134,60540000.0,0.1157581764122894,-0.1305081788784249
2010-07-29,1.3566670417785645,-0.018017982994436584,0.6118066505776819,,,,1.3862000107765198,0.9786950160378288,,,,,-0.03095209651252362,0.02312750161957422,-0.14603437233734817,46.58893767159744,,,,1.5468600030749962,1.0583400015026407,37.50345468401424,0.14620561721119701,48111675.0,0.1920531762820563,-0.14603437233734815
2010-07-30,1.329332947731018,-0.020353713922124282,0.5879426900344024,,,,1.3815333008766175,0.9622156388756775,,,,,-0.063410090920483,-0.03391504172541582,-0.09198568315961941,44.17779119059057,,,,1.529135883107345,1.0625974175785375,36.002042756894895,0.1400004960160273,42267750.0,0.15149848288588819,-0.16324005071020925
2010-08-02,1.3946670293807983,0.04797842480726451,0.5546546939245427,,,,1.3749333024024963,1.0143524976403002,,,,,-0.0014319621252547599,-0.04518482590700712,0.089583641057841,50.740065862540085,,,,1.5386337609480452,1.06456624553694,36.42190490397415,0.13490525017033467,38951475.0,0.27653638276856013,-0.12211495639769923
2010-08-03,1.463333010673523,0.04806101975573991,0.44508468328898315,,,,1.3859333038330077,1.0558466317437172,,,,,0.06812628144547439,0.08128081898564021,0.3625074575178162,56.52470707709388,,,,1.543643295130054,1.0984900123269163,33.696504377486825,0.13065008938884157,34724175.0,0.5315461058470071,-0.07889256946859717
2010-08-04,1.4173330068588257,-0.03193977645512355,0.4860902816776826,,,,1.392866599559784,1.0175655064934246,,,,,0.02606179213893367,0.05143394266846979,0.34556967984827525,52.10997468486941,-0.006340564601335252,,,1.528297301678067,1.1502360020595732,28.228978828894526,0.1276512997969846,30217650.0,0.4532119473221776,-0.10784766376985178
2010-08-05,1.363332986831665,-0.03884451423850342,0.49344735720755445,,,,1.3891999006271363,0.9813799916169056,,,,,0.004913471653561929,-0.026190707107794364,0.1712482359278764,47.42709182480482,-0.007696853543434745,,,1.5204273722853248,1.1780392267022546,25.376496837984106,0.1256762086573327,25031250.0,0.477123595505618,-0.14183843643271182
