n_observations,mean_return,std_return,annual_return,annual_volatility,var_95,cvar_95,var_99,cvar_99,sharpe_ratio,sortino_ratio,skewness,kurtosis,percentile_5,percentile_95,max_drawdown,duration_days,current_drawdown,regime,frequency_pct
1494,0.0008525340391532114,0.007470641264552084,0.2148385778666093,0.11859275352109146,-0.012323706350377243,-0.017472378493185586,-0.020692385160494337,-0.023295484096169043,1.6429214440320563,2.2531917704891917,-0.3989505415677229,1.0401793176985317,-0.012323706350377245,0.012495379876844393,-0.07910138121137604,67,-0.0012102417758411647,0,39.357218124341415
858,0.00010276075792081316,0.01651747510738255,0.025895710996044916,0.26220678852500473,-0.029644107419644704,-0.03774635794474009,-0.04378979158997401,-0.049448825500120704,0.022484967033882437,0.03182407058141457,-0.3924215605452421,0.25683331485419325,-0.029644107419644728,0.024976998979444272,-0.35118712803599145,225,-0.016239385547954285,1,22.602739726027394
230,0.0015771175341262262,0.028602269674667558,0.39743361859980897,0.45404695494704805,-0.04344331392396535,-0.06374397119708824,-0.06971171101495206,-0.09858619926862183,0.831265609178738,1.1349223187464934,-0.20357259114869386,2.834282259207902,-0.04344331392396535,0.04391241139350873,-0.26511822179230815,78,-0.017183796418803656,2,6.059009483667018
1214,0.0007055829363942746,0.010755722563205446,0.17780689997135718,0.17074180243828685,-0.018042961070196217,-0.02494608199742806,-0.02825844485838284,-0.03498206256587171,0.9242429078162926,1.2778667511538642,-0.4423263157350931,0.9319955339370178,-0.018042961070196224,0.017276733860479093,-0.21649927061939084,184,-0.062066503232961166,3,31.98103266596417
