regime,n_samples,frequency_pct,mean_return,std_return,annual_return,annual_volatility,sharpe_ratio,regime_name
0,862,22.708113804004213,0.0009625584805254744,0.007301763265536093,0.24256473709241955,0.11591189839725231,2.0926646914288614,Bull Market
1,1888,49.73656480505795,0.0006496909264867797,0.00685030549088293,0.1637221134746685,0.10874522840217886,1.505556757572529,Bull Market
2,346,9.114857744994731,0.0017994096123337456,0.01649253156531834,0.4534512223081039,0.2618108220702908,1.7319804380980155,High Volatility Rally
3,700,18.440463645943098,-0.0009779108506025793,0.017485075315936457,-0.24643353435184998,0.27756696564721195,-0.8878345223007099,Bear Market
